source	target
Kyary Pamyu Pamyu	Snoop Dogg
Kyary Pamyu Pamyu	Tiësto
Kyary Pamyu Pamyu	Tove Lo
Kyary Pamyu Pamyu	Wiz Khalifa
Kyary Pamyu Pamyu	Yasutaka Nakata
Kyary Pamyu Pamyu	Zayn Malik
Kydd (rapper)	Tank Washington
Kygo	Labrinth
Kygo	Matt Corby
Kygo	Parson James
Kygo	Rhodes (musician)
Kygo	Tom Odell
Kygo	Will Heard
Kyla-Rose Smith	Tumi and the Volume
Kyle Gass	Tenacious D
Kylie Minogue	Laura Pausini
Kylie Minogue	Robbie Williams
Kylie Minogue	Stock Aitken Waterman
Kyuss	Mondo Generator
Kyuss	Nick Oliveri
Kyuss	Queens of the Stone Age
Kyuss	Vista Chino
L.A. Guns	Nickey Alexander
L.A. Guns	Phil Lewis
L.A. Guns	Tracii Guns
L.A. Reid	Mariah Carey
L.A. Reid	Meghan Trainor
L.A. Reid	Michael Jackson
L.A. Reid	Ne-Yo
L.A. Reid	Outkast
L.A. Reid	Pebbles (singer)
L.A. Reid	Pink (singer)
L.A. Reid	Ralph Tresvant
L.A. Reid	Rihanna
L.A. Reid	TLC (group)
L.A. Reid	Toni Braxton
L.A. Reid	Usher (singer)
L.A.P.D. (band)	Sexart
L.A.X (musician)	Legendury Beatz
L.A.X (musician)	Olamide
L.A.X (musician)	Wizkid (musician)
L.A.X (musician)	YCEE
L.T.D. (band)	Skip Scarborough
L.V. (singer)	South Central Cartel
L7 (band)	The Shocker (band)
La Coka Nostra	Limp Bizkit
La Coka Nostra	Snoop Dogg
La Düsseldorf	Neu!
LA Dream Team	The Real Richie Rich
La India	Masters at Work
La Ley (band)	Líbido (band)
La Lupe	Mongo Santamaría
La Lupe	Tito Puente
La Mafia	Oscar De La Rosa
La Monte Young	Theatre of Eternal Music
La Roux	Major Lazer
La! Neu?	Neu!
Labelle	Patti LaBelle
Labelle	Wilson Pickett
Labrinth	MckNasty
Labrinth	Plan B (musician)
Labrinth	Professor Green
Labrinth	Raf Riley
Labrinth	Rihanna
Labrinth	The Weeknd
Labrinth	Tinie Tempah
Labrinth	Usher (singer)
Labrinth	Wretch 32
Labrinth	Yasmin (musician)
Lady Antebellum	Linda Davis
Lady Gaga	Nile Rodgers
Lady Gaga	RedOne
Lady Gaga	Robert John "Mutt" Lange
Lady Gaga	Tony Bennett
Ladysmith Black Mambazo	Nico & Vinz
Ladysmith Black Mambazo	Paul Simon
Ladysmith Black Mambazo	Sauti Sol
Ladysmith Black Mambazo	Sweet Honey in the Rock
Laidback Luke	Sebastian Ingrosso
Laidback Luke	Steve Angello
Laidback Luke	Steve Aoki
Laidback Luke	Swedish House Mafia
Lakshmi Shankar	Ravi Shankar
Lalah Hathaway	Marcus Miller
Lali Espósito	María Eugenia Suárez
Lali Espósito	Ricky Martin
Lali Espósito	Teen Angels
Lamb of God (band)	Megadeth
Lana Del Rey	Rick Nowels
Lani Hall	Sergio Mendes and Brasil '66
Lanny Morgan	Supersax
Lard (band)	Ministry (band)
Lard (band)	Paul Barker
Larry Carlton	Steely Dan
Larry Gatlin	The Imperials
Larry Graham	Sly and the Family Stone
Larry Hoppen	Orleans (band)
Larry Knechtel	The Wrecking Crew (music)
Larry Maddison	Necrophagia
Larry McGuire	Supersax
Larry Mullen Jr.	U2
Larry Ramos	The Association
Lars Frederiksen and the Bastards	Rancid (band)
Lars Frederiksen	Lars Frederiksen and the Bastards
Lars Frederiksen	Rancid (band)
Lars Göran Petrov	Nihilist (band)
Lars Nedland	Solefald
Lars Ulrich	Metallica
Larsiny Family	Swizz Beatz
Las Ketchup	Ne-Yo
LaShawn Daniels	Rodney Jerkins
Last Dinosaurs	Porter Robinson
Last in Line	Vinny Appice
Latin Playboys	Los Lobos
LaTocha Scott	Xscape (group)
Laura Marling	Noah and the Whale
Laura Pausini	Michael Bublé
Laura Pausini	Tiziano Ferro
Laura Sullivan (composer)	William Ackerman
Laurence Juber	Wings (band)
Laurent Brancowitz	Phoenix (band)
Laurindo Almeida	Modern Jazz Quartet
Laurindo Almeida	Salli Terri
Laurindo Almeida	Stan Kenton
Lauryn Hill	Nas
Layne Staley	Mad Season (band)
Layne Staley	Sleze
Lazarus (rapper)	Royce da 5'9"
Lazarus (rapper)	Russell Simmons
Lazlo Bane	School of Fish
Lazy (band)	Loudness (band)
Lazy (band)	Neverland (band)
Lazy Rich	Porter Robinson
LCD Soundsystem	Soulwax
Lead Belly	Odetta
Lead into Gold	Ministry (band)
LeAnn Rimes	Rob Thomas (musician)
Leathermouth	My Chemical Romance
Leaving Trains	The Nymphs
Lecrae	Street Symphony (producer)
Lecrae	Tori Kelly
Led Zeppelin	Page and Plant
Led Zeppelin	Robert Plant
Led Zeppelin	The Firm (rock band)
Led Zeppelin	the Honeydrippers
Led Zeppelin	The Honeydrippers
Led Zeppelin	the Yardbirds
Led Zeppelin	The Yardbirds
Led Zeppelin	Them Crooked Vultures
Led Zeppelin	XYZ (UK band)
Lee "Scratch" Perry	The Upsetters
Lee Bannon	dj shadow
Lee Bannon	Ratking (group)
Lee Dorrian	Napalm Death
Lee Greenwood	Suzy Bogguss
Lee Hazlewood	Nancy Sinatra
Lee Mavers	The La's
Lee Ritenour	Steely Dan
Lee Thompson (saxophonist)	Madness (band)
Lee Thompson (saxophonist)	The Lee Thompson Ska Orchestra
Lee Ving	MD.45
Legend of the Seagullmen	Mastodon (band)
Legendury Beatz	Maleek Berry
Legendury Beatz	Seyi Shay
Legendury Beatz	Skales
Legendury Beatz	Wizkid (musician)
Leigh Gorman	Wang Chung (band)
Lemaitre (band)	Porter Robinson
Lemmy	Motörhead
Lene Lovich	Nina Hagen
Lennon & Maisy	The Stellas
Lenny Kravitz	Lionel Richie
Lenny Kravitz	Madonna (entertainer)
Lenny Kravitz	Michael Jackson
Lenny Kravitz	Michael Kamen
Lenny Kravitz	Mick Jagger
Lenny Kravitz	Miguel (singer)
Lenny Kravitz	Sheryl Crow
Lenny Kravitz	Slash (musician)
Lenny Kravitz	Vanessa Paradis
Lenny Kravitz	Zoro (drummer)
Leo Sayer	Roger Daltrey
Leon Bolier	W&W
Leon Bridges	Macklemore
Leon Jackson	Michael Bublé
Leon McAuliffe	Light Crust Doughboys
Leon McAuliffe	Texas Playboys
Leon Sylvers III	The Sylvers
Leon Wilkeson	Lynyrd Skynyrd
Leona Lewis	Naughty Boy
Leona Lewis	Ryan Tedder
Leonard Cohen	Sharon Robinson (songwriter)
Les Claypool's Frog Brigade	Primus (band)
Les Claypool and the Holy Mackerel	Primus (band)
Les Claypool	Phish
Les Claypool	Primus (band)
Les Claypool	Sausage (band)
Les Rita Mitsouko	Sparks (band)
Les Tambours du Bronx	Sepultura
Leslie Carter	Nick Carter (musician)
Lethal Bizzle	More Fire Crew
Lethargy (band)	Mastodon (band)
Lethargy (band)	Today Is the Day
LeVert	Men At Large
LeVert	Sean Levert
LeVert	The O'Jays
LeVert	The Rude Boys
Levi Stubbs	The Four Tops
Levon Helm	The Band
Lew DeWitt	The Statler Brothers
Liam Gallagher	Oasis (band)
Liam Gallagher	The Rain (Manchester band)
Lianne La Havas	MNEK
Lianne La Havas	Paloma Faith
Liberty X	Michelle Heaton
Lift (band)	Nate Newton (musician)
Lifter Puller	The Hold Steady
Lightnin' Hopkins	Townes Van Zandt
Lights (musician)	Owl City
Lil' Kim	Maino
Lil' Kim	Mary J. Blige
Lil' Kim	Missy Elliott
Lil' Kim	Sean Combs
Lil' Kim	The Notorious B.I.G.
Lil' Kim	Timbaland
Lil B	Riff Raff (rapper)
Lil B	Sole and the Skyrider Band
Lil B	Soulja Boy
Lil B	The Pack (group)
Lil Durk	OTF Nunu
Lil Durk	Tink (musician)
Lil Jon	Lil Scrappy
Lil Jon	Ludacris
Lil Jon	Pitbull (rapper)
Lil Jon	Snoop Dogg
Lil Jon	Steve Aoki
Lil Jon	Too Short
Lil Jon	Usher (singer)
Lil Jon	Ying Yang Twins
Lil Jon	Youngbloodz
Lil Kesh	Phyno
Lil Twist	Lil Wayne
Lil Wayne	Mike Will Made It
Lil Wayne	Nicki Minaj
Lil Wayne	Omarion
Lil Wayne	Rick Ross
Lil Wayne	Robin Thicke
Lil Wayne	Static Major
Lil Wayne	Tank (American singer)
Lil Wayne	The Diplomats
Lil Wayne	Tyga
Lil Wayne	YG (rapper)
Lil Wayne	Young Jeezy
Lily Allen	Mark Ronson
Lily Allen	Professor Green
Lily Collins	Phil Collins
Limp Bizkit	Staind
Limp Bizkit	Wes Borland
Limp Richerds	Spluii Numa
Linda Davis	Reba McEntire
Linda McCartney	The Beatles
Linda McCartney	Wings (band)
Linda Ronstadt	The Stone Poneys
Linda Ronstadt	Waddy Wachtel
Lindemann (band)	Pain (musical project)
Lindemann (band)	Rammstein
Lindemann (band)	Till Lindemann
Linkin Park	Mike Shinoda
Linkin Park	Steve Aoki
Linkin Park	Tom Morello
Lionel Hampton	Quincy Jones
Lionel Richie	Live Aid
Lionel Richie	Luther Vandross
Lionel Richie	Marvin Gaye
Lionel Richie	Michael Jackson
Lionel Richie	Natasha Bedingfield
Lionel Richie	Nicole Richie
Lionel Richie	Patti Labelle
Lionel Richie	Stevie Wonder
Lionel Richie	Trijntje Oosterhuis
Lionel Richie	USA for Africa
Lionsheart	Steve Grimmett
Liquid Tension Experiment	Tony Levin
Lisa Dal Bello	Tim Thorney
Lisa Fischer	Luther Vandross
Lisa Loeb	Liz and Lisa
List of Anthrax band members	Scott Ian
List of Gwar members	Michael Bishop (bassist)
List of Megadeth band members	Megadeth
List of Nine Inch Nails band members#Former  members	Nine Inch Nails
List of Nine Inch Nails band members#Former  members	Trent Reznor
List of Opeth band members#Former members	Mikael Åkerfeldt
List of Opeth band members#Former members	Opeth
List of The Fall members	The Fall (band)
Lito & Polaco	MC Ceja
Lito & Polaco	Nicky Jam
Little Brother (group)	Phonte
Little Feat	Lowell George
Little Feat	Richie Hayward
Little Feat	Ry Cooder
Little Feat	Shaun Murphy (singer)
Little Feat	Van Dyke Parks
Little Joy	Los Hermanos
Little Joy	Nick Valensi
Little Joy	Rodrigo Amarante
Little Joy	The Strokes
Little Louie Vega	Masters At Work
Little Louie Vega	Masters at Work
Little Richard	Otis Redding
Little River Band	Mississippi (band)
Little River Band	Zoot (band)
Little Village	Nick Lowe
Little Walter	Muddy Waters
Little Walter	Sam Lay
Liv Warfield	Prince (musician)
Liv Warfield	The New Power Generation
Live (band)	The Gracious Few
Live (band)	Tom Lord-Alge
Living Colour	Muzz Skillings
Liz Anderson	Lynn Anderson
Liz Rose	Taylor Swift
Liza Minnelli	Pet Shop Boys
Liza Minnelli	Sammy Davis Jr.
LL Cool J	Method Man
LL Cool J	Michael Jackson
LL Cool J	Mobb Deep
LL Cool J	Redman (rapper)
LL Cool J	Seal (musician)
LL Cool J	Tom Morello
LL Cool J	Total (group)
Lloyd Banks	Mobb Deep
Lloyd Banks	Nate Dogg
Lloyd Banks	Nick Speed
Lloyd Banks	Obie Trice
Lloyd Banks	Raekwon
Lloyd Banks	Snoop Dogg
Lloyd Banks	Styles P
Lloyd Banks	Vado (rapper)
Lloyd Maines	The Maines Brothers Band
LMFAO	Lil Jon
LMFAO	Redfoo
Lo-Pro	Pete Murray (American musician)
Lo-Pro	Ultraspank
Lock Up (UK band)	Napalm Death
Lock Up (UK band)	Pain (musical project)
Lock Up (UK band)	Shane Embury
Lock Up (UK band)	United Forces
Lock Up (US band)	Tom Morello
Lody Kong	Soulfly
Logan Mader	Machine Head (band)
Logan Mader	Once Human
Logic (rapper)	Moosh and Twist
Logic (rapper)	Skizzy Mars
Loki der Quaeler	ohGr
London on da Track	Young Thug
London SS	The Clash
London SS	The Damned (band)
Lone Star (band)	UFO (band)
Long Beach Dub Allstars	Sublime (band)
Long Beach Dub Allstars	Sublime with Rome
Long Beach Shortbus	Sublime (band)
Lonnie Mack	Stevie Ray Vaughan
Lootpack	Madlib
Lootpack	Tha Alkaholiks
Lord Tracy	Pantera
Lorde	Majical Cloudz
Los Abuelos de la Nada	Miguel Abuelo
Los Bukis	Los Mismos
Los Bukis	Marco Antonio Solís
Los Cycos	Suicidal Tendencies
Los Fabulosos Cadillacs	Vicentico
Los Hermanos	Marcelo Camelo
Los Hermanos	Rodrigo Amarante
Los Lobos	The Blasters
Los Lonely Boys	Willie Nelson
Los Tigres del Norte	Zack de la Rocha
Lostprophets	Public Disturbance (Welsh band)
Lou Ann Barton	Stevie Ray Vaughan
Lou Barlow	Sebadoh
Lou Gramm	Shadow King (band)
Lou Levy (pianist)	Supersax
Lou Rawls	Sam Cooke
Lou Reed	Metal Machine Trio
Lou Reed	Metallica
Lou Reed	Mick Ronson
Lou Reed	Richard Hell and the Voidoids
Lou Reed	The Velvet Underground
Loudness (band)	X Japan
Louis Armstrong	Oscar Peterson
Louis Jordan	Tympany Five
Lovage (band)	Mike Patton
Love Sculpture	Rockpile
Love Spit Love	Richard Butler (singer)
Love Spit Love	The Psychedelic Furs
Lover of Sin	Valor Kand
Low Profile	WC (rapper)
Low Profile	WC and the Maad Circle
Low Pros	Travi$ Scott
Lowell George	Ry Cooder
Lowell George	Van Dyke Parks
LSG	Sean Levert
Luciano Berio	Milva
Luciano Pavarotti	Ricky Martin
Lucio Battisti	Mina (singer)
Lucky Pierre (band)	Prick (band)
Lucky Pierre (band)	Trent Reznor
Lucy Pearl	Raphael Saadiq
Lucy Pearl	Tony! Toni! Toné!
Ludacris	Ne-Yo
Ludacris	Usher (singer)
Ludacris	Young Jeezy
Ludus (band)	Magazine (band)
Luicidal	Suicidal Tendencies
Luke Bryan	Michael Carter (musician)
Luke Bryan	Randy Houser
Lulu (singer)	Maurice Gibb
Lulu (singer)	The Luvvers
Lulu	Take That
Luna Sea	Ryuichi Kawamura
Luna Sea	S.K.I.N. (musical project)
Luna Sea	Tourbillon (band)
Luna Sea	X Japan
Luniz	Yukmouth
Luny Tunes	Noriega (producer)
Lupe Fiasco	Matthew Santos
Lupe Fiasco	Nikki Jean
Lupe Fiasco	Tef Poe
Lusk (band)	Paul D'Amour
Lusk (band)	Tool (band)
Luther Vandross	Patti LaBelle
Luther Vandross	Rodney Jerkins
Luxuria (band)	Magazine (band)
Lydia Canaan	Roger Taylor (Queen drummer)
Lyle Lovett	Randy Newman
Lyn Collins	The J.B.'s
Lynn Mabry	Parliament (band)
Lynval Golding	The Specials
Lynxxx	Phyno
Lynyrd Skynyrd	Ronnie Van Zant
M.anifest	Reggie Rockstone
M.I	eLDee
M.I	Nuru (rapper)
M.I	Ruby Gyang
M.I	Victoria Kimani
M.I	Wizkid (musician)
M.I.A. (artist)	Rye Rye
M.I.A. (rapper)	Rye Rye
M.I.A. (rapper)	Switch (house DJ)
M.O.D.	Ministry (band)
M.O.D.	Stormtroopers of Death
M.O.D.	United Forces
M.O.P.	Mobb Deep
Mícheál Ó Domhnaill	Paddy Glackin
Mícheál Ó Domhnaill	Patrick Street
Mícheál Ó Domhnaill	Skara Brae (band)
Mícheál Ó Domhnaill	Skara Brae (music)
Mötley Crüe	Nikki Sixx
Mötley Crüe	Rock Star Supernova
Mötley Crüe	Sixx:A.M.
Mötley Crüe	Tommy Lee
M83 (band)	Morgan Kibby
M83 (band)	Steve Angello
M83 (band)	Team Ghost
Mac Dre	Mistah F.A.B.
Mac Miller	Odd Future
Mac Miller	Pharrell Williams
Mac Miller	Rapsody
Mac Miller	Schoolboy Q
Mac Miller	The Ill Spoken
Mac Miller	Vince Staples
Mac Miller	Wiz Khalifa
Maceo Parker	Parliament (band)
Machine Head (band)	Phil Demmel
Machine Head (band)	Robert Flynn
Machines of Grace	Savatage
Mack 10	YG (rapper)
Mack Wilds	Mobb Deep
Macklemore & Ryan Lewis	Ryan Lewis
Macklemore	Macklemore & Ryan Lewis
Macklemore	Ryan Lewis
Macklemore	Sabzi (musician)
Macklemore	Wanz
Mad Season (band)	Mark Lanegan
Mad Season (band)	Pearl Jam
Mad Season (band)	Screaming Trees
Maddie Ziegler	Sia Furler
Madeon	Michael Angelakos
Madeon	Passion Pit
Madeon	Porter Robinson
Madhouse (band)	Prince (musician)
Madhouse (band)	The New Power Generation
Madina Lake	Nathan Leone
Madina Lake	The Blank Theory
Madlib	Madvillain
Madness (band)	Mark Bedford
Madness (band)	Mike Barson
Madness (band)	Steve Nieve
Madness (band)	Suggs (singer)
Madness (band)	The Madness
Madness (band)	Voice of the Beehive
Madonna (entertainer)	Nile Rodgers
Magazine (band)	Neo (UK band)
Magazine (band)	Nick Cave and the Bad Seeds
Magazine (band)	Pete Shelley
Magazine (band)	Public Image Ltd
Magazine (band)	Siouxsie and the Banshees
Magazine (band)	St. Louis Union
Magazine (band)	Swing Out Sister
Magazine (band)	The Armoury Show
Magazine (band)	The Birthday Party (band)
Magazine (band)	The Chameleons
Magazine (band)	The Cure
Magazine (band)	The Durutti Column
Magazine (band)	The Freshies
Magazine (band)	The Mekons
Magazine (band)	The Speedometors
Magazine (band)	Ultravox
Magazine (band)	Visage (band)
Maggie Reilly	Mike Oldfield
Magic Man	The Knocks
Magnate & Valentino	Nicky Jam
Magnetic Morning	Swervedriver
Magoo (rapper)	Missy Elliott
Mahavishnu Orchestra	Shakti (band)
Maino	Tony Yayo
Majical Cloudz	The National (band)
Majical Cloudz	the xx
Major Lazer	MØ
Major Lazer	Nyla
Major Lazer	Shaggy (musician)
Major Lazer	Snoop Dogg
Major Lazer	Switch (house DJ)
Maldoror	Mike Patton
Maleek Berry	Runtown
Maleek Berry	Skales
Maleek Berry	Wale (rapper)
Maleek Berry	Wande Coal
Maleek Berry	Wizkid (musician)
Malfunkshun	Mother Love Bone
Malice (British band)	The Cure
Malign (band)	Watain
Malignancy (band)	Mortician (band)
Malignancy (band)	World Under Blood
Mallia Franklin	Parliament (band)
Man Raze	Phil Collen
Man Raze	Sex Pistols
Manassas (band)	Stephen Stills
Manfred Mann (musician)	Manfred Mann Chapter Three
Manfred Mann	Manfred Mann (musician)
Manfred Mann	Manfred Mann Chapter Three
Manfred Mann	McGuinness Flint
Maniac (producer)	Wiley (rapper)
Manian	Twoloud
Mankind Is Obsolete	Mark Nurre
Mankind Is Obsolete	Natasha Cox
Manzarek–Krieger	Ray Manzarek
Manzarek–Krieger	The Doors
María Eugenia Suárez	Teen Angels
Maratone Studios	Tove Lo
Marc & the Mambas	Siouxsie and the Banshees
Marc Benno	Stevie Ray Vaughan
Marc Benno	The Doors
Marc Bolan	T. Rex (band)
Marc Kinchen	Todd Edwards
Marc Riley	The Creepers
Marc Rizzo	Soulfly
Marcella Detroit	Shakespears Sister
Marco Pirroni	The Wolfmen
Marcus Cliffe	The Notting Hillbillies
Marcus Hummon	Nitty Gritty Dirt Band
Marcus Miller	SMV (band)
Marcus Mumford	Mumford & Sons
Marcus Mumford	The New Basement Tapes
Margaret Bell-Byars	Vanessa Bell Armstrong
Mariah Carey	Mary J. Blige
Mariah Carey	Miguel (singer)
Mariah Carey	Patti LaBelle
Mariah Carey	Rodney Jerkins
Mariah Carey	Sean Combs
Mariah Carey	The Neptunes
Mariah Carey	Whitney Houston
Marie-Mai	Simple Plan
Marilyn Manson (band)	Monster Magnet
Marilyn Manson (band)	Nine Inch Nails
Marilyn Manson (band)	Rammstein
Marilyn Manson (band)	Rasputina (band)
Marilyn Manson (band)	Rob Zombie
Marilyn Manson (band)	Slayer
Marilyn Manson (band)	Slipknot (band)
Marilyn Manson (band)	The Prodigy
Marilyn Manson (band)	The Smashing Pumpkins
Marilyn Manson (band)	Trent Reznor
Marilyn Manson	Marilyn Manson (band)
Marilyn Manson	Nine Inch Nails
Marilyn Manson	Ozzy Osbourne
Marilyn Manson	Rammstein
Marilyn Manson	Rob Zombie
Marilyn Manson	Slipknot (band)
Marilyn Manson	Trent Reznor
Marilyn McCoo	The 5th Dimension
Marilyn Wilson-Rutherford	The Honeys
Mario (entertainer)	Sean Garrett
Mario Calire	The Wallflowers
Mario Winans	Sean Garrett
Mario Winans	Tim & Bob
Marion (band)	New Order (band)
Mark Bedford	Morrissey
Mark Bedford	Robert Wyatt
Mark Bedford	The Lee Thompson Ska Orchestra
Mark Bright (record producer)	Rascal Flatts
Mark Burgess (musician)	The Chameleons
Mark Chesnutt	Mark Wright (record producer)
Mark Collie	Tony Brown (record producer)
Mark Coyne (musician)	The Flaming Lips
Mark Durante	Slammin' Watusis
Mark E. Smith	The Fall (band)
Mark Eitzel	The&nbsp;Minus&nbsp;5
Mark Hoppus	Nothing and Nobody
Mark Hoppus	Simple Plan
Mark Klingman	Todd Rundgren
Mark Knopfler	The Notting Hillbillies
Mark Kozelek	Red House Painters
Mark Kozelek	Sun Kil Moon
Mark Kozelek	The Album Leaf
Mark Lanegan	Queens of the Stone Age
Mark Lanegan	Screaming Trees
Mark Lanegan	Soulsavers
Mark Lanegan	The Gutter Twins
Mark Lind	The Ducky Boys
Mark Moore	S'Express
Mark Ronson	Paul McCartney
Mark Ronson	Rhymefest
Mark Ronson	Wale (rapper)
Mark Sixma	W&W
Mark Sixma	Wardt van der Harst
Mark Stein (musician)	Vanilla Fudge
Mark Stewart (musician)	The Pop Group
Mark Stewart (musician)	Tricky (musician)
Mark Wahlberg	New Kids on the Block
Marky Ramone	Ramones
Marlon Jackson	The Jackson 5
Marmaduke Duke	Sucioperro
Marnie Stern	Tera Melos
Marnie Stern	The 8G Band
Maroon 5	Robert John "Mutt" Lange
Maroon 5	Ryan Dusick
Maroon 5	Sam Martin (singer)
Marshall Goodman	Sublime (band)
Marshall Lytle	The Jodimars
Martha and the Vandellas	Marvin Gaye
Martha and the Vandellas	The Velvelettes
Martha Tilston	Zero 7
Martin Atkins	Ministry (band)
Martin Atkins	Public Image Ltd
Martin Atkins	The Damage Manual
Martin Duffy (musician)	Primal Scream
Martin Fay	The Chieftains
Martin Fry	Vice Versa (band)
Martin Garrix	Tiësto
Martin Jackson	Swing Out Sister
Martin Kemp	Spandau Ballet
Martin Rushent	The Human League
Martin Tamburovich	The Reactionaries
Martina McBride	Paul Worley
Martina Topley-Bird	Massive Attack
Martina Topley-Bird	Tricky (musician)
Marty Manning	Tony Bennett
Marty Stuart	Travis Tritt
Marv Tarplin	The Miracles
Marvin Gaye	Mary Wells
Marvin Gaye	Smokey Robinson
Marvin Gaye	Tammi Terrell
Marvin Gaye	Teddy Pendergrass
Marvin Gaye	The Funk Brothers
Marvin Winans	The Winans
Mary J. Blige	Method Man
Mary J. Blige	Michelle Williams (singer)
Mary J. Blige	Missy Elliott
Mary J. Blige	Monica (singer)
Mary J. Blige	Nas
Mary J. Blige	Patti LaBelle
Mary J. Blige	Rodney Jerkins
Mary J. Blige	Sam Smith (singer)
Mary J. Blige	Sean Combs
Mary J. Blige	Sean Garrett
Mary J. Blige	The Notorious B.I.G.
Mary J. Blige	Will Smith
Mary Mary	Michelle Williams (singer)
Mary Mary	Warryn Campbell
Mary Travers	Peter, Paul and Mary
Mary Wells	Smokey Robinson
Mary Wilson (singer)	The Supremes
Marzuki	Sufjan Stevens
Masai Bey	The Weathermen (hip hop group)
Mase	Sean Combs
Mase	The Diplomats
Mason Musso	Metro Station (band)
Massacre (metal band)	Obituary (band)
Massive Attack	Neil Davidge
Massive Attack	Neneh Cherry
Massive Attack	Peeping Tom (band)
Massive Attack	Portishead (band)
Massive Attack	Robert Del Naja
Massive Attack	Shara Nelson
Massive Attack	Terry Callier
Massive Attack	The Wild Bunch (sound system)
Massive Attack	Tricky (musician)
Massive Attack	Young Fathers
Master P	Mia X
Masters at Work	Todd Edwards
Masters at Work	Todd Terry
Mastodon (band)	Neurosis (band)
Mastodon (band)	Today Is the Day
Mastodon (band)	Troy Sanders
Mat Devine	Wrongchilde
Mat Zo	Porter Robinson
Mat Zo	The Knocks
Matchbox Twenty	Rob Thomas (musician)
Matisyahu	Sublime (band)
Mats Gustafsson	Merzbow
Matt and Kim	Michael Angelakos
Matt and Kim	Passion Pit
Matt Bachand	Shadows Fall
Matt Bellamy	Muse (band)
Matt Berninger	The National (band)
Matt Cameron	Pearl Jam
Matt Cameron	Wellwater Conspiracy
Matt Corby	Missy Higgins
Matt Corby	Passenger
Matt Darriau	The Klezmatics
Matt Holt	Nothingface
Matt Johnson (keyboardist)	Radio Silence (band)
Matt Johnson (singer)	The The
Matt Letley	Status Quo (band)
Matt Martians	Odd Future
Matt Martians	The Jet Age of Tomorrow
Matt Redman	Passion Conferences
Matt Sharp	Weezer
Matt Thiessen	Relient K
Matthew Kelly (musician)	Mel Brown (guitarist)
Matthew Kelly (musician)	RatDog
Matthew Koma	Miriam Bryant
Matthew Koma	One Republic
Matthew Koma	Ryan Tedder
Matthew Koma	Sebastian Ingrosso
Matthew Koma	Showtek
Matthew Koma	The Knocks
Matthew Koma	Tiesto
Matthew Koma	Zedd (musician)
Matthew Meschery	OPM (band)
Matthew Sweet	Richard Hell and the Voidoids
Matthew Thiessen	Owl City
Matthieu Chedid	Vanessa Paradis
Mattie Moss Clark	The Clark Sisters
Maureen Tucker	The Velvet Underground
Maurice "Mobetta" Brown	Tedeschi Trucks Band
Maurice Gibb	the Bloomfields
Maurice Gibb	the Fut
Maurice Gibb	The Rattlesnakes (1955 band)
Maurice Gibb	Tin Tin (band)
Maurice White	Natalie Cole
Maurice White	Ramsey Lewis
Maurice White	The Emotions
Mavado (singer)	The Alliance (dancehall)
Mavis Staples	Pops Staples
Mavis Staples	Prince (musician)
Mavis Staples	The Staple Singers
Max B	The Diplomats
Max B	The Hood Internet
Max Bemis	Say Anything (band)
Max Cavalera	Nailbomb
Max Cavalera	Sepultura
Max Cavalera	Soulfly
Max Martin	Taylor Swift
Max Martin	The Weeknd
Max Martin	Tori Kelly
Max Vangeli	Steve Angello
Maxim Vengerov	Zakhar Bron
Mayhem (band)	Mayhem (band)#Band members
Mayhem (band)#Band members	Mayhem (band)#Band members
Maynard Ferguson	Stan Kenton
Maynard James Keenan	Puscifer
Maynard James Keenan	Rage Against the Machine
Maynard James Keenan	Replicants (band)
Maynard James Keenan	Tapeworm (band)
Maynard James Keenan	Tool (band)
Mazarati	Prince (musician)
Mazzy Star	Opal (band)
Mazzy Star	William Cooper (musician)
MC Ren	N.W.A
MC Ren	Nate Dogg
MC5	Sonic's Rendezvous Band
McAlmont and Butler	Suede (band)
McAuley Schenker Group	Michael Schenker Group
McAuley Schenker Group	Robin McAuley
McBusted	McFly
McFly	Tom Fletcher
McGuinness Flint	Tom McGuinness (musician)
MD.45	Megadeth
MDC (band)	Rancid (band)
MDFMK	Sascha Konietzko
MDO (band)	Menudo (band)
Meat Loaf	Neverland Express
Meat Loaf	Stoney & Meatloaf
Meat Loaf	Todd Rundgren
Meat Puppets	Nirvana (band)
Meat Puppets	Volcano (supergroup)
Meathook Seed	Mitch Harris
Meathook Seed	Napalm Death
Med Flory	Supersax
Meek Mill	Nicki Minaj
Meek Mill	Rick Ross
Meek Mill	Tory Lanez
Meek Mill	YG (rapper)
Meg (singer)	capsule (band)
Meg (singer)	Perfume (Japanese band)
Meg (singer)	Shanghai Restoration Project
Meg (singer)	Yasutaka Nakata
Meg White	The White Stripes
Megadeth	Metallica
Megadeth	Nevermore
Megadeth	Shawn Drover
Megadeth	Slayer
Megadeth	Testament (band)
Mel and Kim	Stock Aitken Waterman
Mel B	Spice Girls
Mel Galley	Trapeze (band)
Mel Lewis	The Thad Jones/Mel Lewis Orchestra
Mel Tillis	Nancy Sinatra
Mel Tillis	Pam Tillis
Melanie C	Spice Girls
Melanie C	Superstar (UK TV series)
Melissa Steel	Popcaan
MellowHigh	Odd Future
Melody's Echo Chamber	Tame Impala
Melody Prochet	Melody's Echo Chamber
Melvin Franklin	The Temptations
Men At Large	Sean Levert
Men at Work	The Black Sorrows
Menudo (band)	Ricky Martin
Mercury Rev	The Flaming Lips
